TotalCount,CountyName,SampleID,InspectionDate,FoodName,Suitable,ItemType,CompanyName,OriginCountry,ViolationDescription,DisposalSituation,SQ,SortDate,Year,Month,UpdateDate,County,CY,CM,KW,CN
4860,新北市,AP001,2024/01/18,赫緻低溫風乾健康糧《單一純肉.無骨羊肉》2lbs,犬,乾糧,珍食堡實業股份有限公司,臺灣,無,,0,2024-01-18T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,新北市,AP002,2024/01/18,(火雞優多)艾富鮮-火雞筋條 (75g±5%*10包入),犬,零食,珍食堡實業股份有限公司,越南,無,,0,2024-01-18T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,新北市,AP003,2024/01/18,TR1雞腿肉片(100g±5%),犬,零食,珍食堡實業股份有限公司,臺灣,無,,0,2024-01-18T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,新北市,AP004,2024/01/18,TR93 鵝肝六角小香腸(180g±5%),犬,零食,珍食堡實業股份有限公司,臺灣,無,,0,2024-01-18T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,新北市,AP005,2024/01/18,TR30 鴨肝夾心雞肉條(160g±5%),犬,零食,珍食堡實業股份有限公司,臺灣,無,,0,2024-01-18T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺中市,SP001,2024/01/03,葛莉絲CAT CARE 海洋口味,貓,乾糧,福壽實業股份有限公司,臺灣,標示涉誇大不實,通知業者限期改善,2,2024-01-03T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺中市,SP002,2024/01/03,博士巧思成犬專業配方,犬,乾糧,福壽實業股份有限公司,臺灣,無,,2,2024-01-03T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺中市,SP003,2024/01/03,博士巧思幼犬專業配方,犬,乾糧,福壽實業股份有限公司,臺灣,標示涉誇大不實,通知業者限期改善,2,2024-01-03T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺中市,SP004,2024/01/03,健康紀元貓食 泌尿道健康照護配方,貓,乾糧,福壽實業股份有限公司,臺灣,無,,2,2024-01-03T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺中市,SP005,2024/01/03,博士巧思低過敏專業配方,犬,乾糧,福壽實業股份有限公司,臺灣,無,,2,2024-01-03T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺南市,UP001,2024/01/11,班尼菲LID無穀狗糧(原野羊肉+有機藍莓),犬,乾糧,"班尼菲國際股份有限公司
(代工廠：保生實業股份有限公司)",臺灣,無,,4,2024-01-11T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺南市,UP002,2024/01/11,LV藍帶無穀濃縮天然貓糧,貓,乾糧,"班尼菲國際股份有限公司
(代工廠：保生實業股份有限公司)",臺灣,無,,4,2024-01-11T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺南市,UP003,2024/01/18,威仕低過敏保健貓糧,貓,乾糧,遠達國際有限公司,臺灣,無,,4,2024-01-18T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺南市,UP004,2024/01/18,威仕安心糧-牛肉風味(成犬齡適用),犬,乾糧,遠達國際有限公司,臺灣,無,,4,2024-01-18T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,臺南市,UP005,2024/01/22,寶多福-健康機能系列 無憂好心情配方(全齡犬),犬,乾糧,統一企業(股)公司 ,臺灣,無,,4,2024-01-22T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,高雄市,WP001,2024/01/08,馬鈴薯雞腿,犬、貓,零食,正成寵物有限公司,臺灣,無,,6,2024-01-08T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,高雄市,WP002,2024/01/08,南瓜雞腿,犬、貓,零食,正成寵物有限公司,臺灣,無,,6,2024-01-08T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,高雄市,WP003,2024/01/08,紅蘿蔔雞腿,犬、貓,零食,正成寵物有限公司,臺灣,無,,6,2024-01-08T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,高雄市,WP004,2024/01/08,地瓜雞腿,犬、貓,零食,正成寵物有限公司,臺灣,無,,6,2024-01-08T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,高雄市,WP005,2024/01/08,鵪鶉蛋雞腿,犬、貓,零食,正成寵物有限公司,臺灣,無,,6,2024-01-08T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,桃園市,CP001,2024/01/15,陪心無穀低敏貓糧-海魚野莓口味,貓,乾糧,唯寵股份有限公司,臺灣,無,,8,2024-01-15T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,桃園市,CP002,2024/01/15,陪心無穀低碳犬糧-雞肉鮮蔬口味,犬,乾糧,唯寵股份有限公司,臺灣,無,,8,2024-01-15T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,桃園市,CP003,2024/01/15,陪心無穀低碳貓糧-鮮雞野莓口味,貓,乾糧,唯寵股份有限公司,臺灣,無,,8,2024-01-15T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,桃園市,CP004,2024/01/15,陪心無穀低敏犬糧-魚肉鮮蔬口味,犬,乾糧,唯寵股份有限公司,臺灣,無,,8,2024-01-15T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,桃園市,CP005,2024/01/15,陪心無穀低敏犬糧-羊肉鮮蔬口味,犬,乾糧,唯寵股份有限公司,臺灣,無,,8,2024-01-15T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,彰化縣,GP001,2024/01/26,優格鮮肉佐餐凍乾-雞肉+鮭魚,貓,零食,"艾澌克企業股份有限公司
(代工廠：達欣生物科技股份有限公司)",臺灣,無,,12,2024-01-26T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,彰化縣,GP002,2024/01/26,ZIMPLE呼嚕凍乾#1嫩雞柳,貓,零食,"艾澌克企業股份有限公司
(代工廠：達欣生物科技股份有限公司)",臺灣,無,,12,2024-01-26T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,彰化縣,GP003,2024/01/26,Chillpet敲派 佐餐開胃粉,貓,乾糧,"艾澌克企業股份有限公司
(代工廠：達欣生物科技股份有限公司)",臺灣,無,,12,2024-01-26T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,彰化縣,GP004,2024/01/26,in+plus,犬,營養補充品,"艾澌克企業股份有限公司
(代工廠：達欣生物科技股份有限公司)",臺灣,無,,12,2024-01-26T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,彰化縣,GP005,2024/01/26,ZIMPLE呼嚕凍乾#2骰子牛,貓,零食,"艾澌克企業股份有限公司
(代工廠：達欣生物科技股份有限公司)",臺灣,無,,12,2024-01-26T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,屏東縣,MP001,2024/01/03,南方狗飼料,犬,乾糧,德亨工業股份有限公司,臺灣,未確實申報,通知業者限期改善,16,2024-01-03T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,屏東縣,MP002,2024/01/12,南南鹿香鬆,犬、貓,零食,食尚好國際企業有限公司,臺灣,未確實申報,通知業者限期改善,16,2024-01-12T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,屏東縣,MP003,2024/01/12,慢燉羊肉,犬、貓,濕糧,食尚好國際企業有限公司,臺灣,未確實申報,通知業者限期改善,16,2024-01-12T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,屏東縣,MP004,2024/01/12,爆毛鱉蛋雞肉條,犬、貓,零食,食尚好國際企業有限公司,臺灣,無,,16,2024-01-12T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,屏東縣,MP005,2024/01/12,原野鮮雞凍晶寵糧,犬,乾糧,食尚好國際企業有限公司,臺灣,無,,16,2024-01-12T00:00:00,2024,1,2024-05-29T11:53:02.39,,104年1月至115年6月,1,,
4860,新北市,AP052,2024/10/07,【寵鮮包】單一肉源 鴨肉配方 140g,犬,生鮮、冷凍,原合股份有限公司,臺灣,無,無,0,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新北市,AP053,2024/10/07,汪喵星球 - 犬用鮮食餐包 閃亮羊腿佐丁香魚鱉蛋 (毛髮亮麗配方) 150g,犬,生鮮、冷凍,自力耕生股份有限公司,臺灣,無,無,0,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,汪喵星球-貓用冷凍生食餐安心雞,貓,生鮮、冷凍,自力耕生股份有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,汪事如意 黃金雞 日式紅豆飯,犬,生鮮、冷凍,寵愛有家股份有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,汪事如意 雞肉親子丼 無榖主餐,犬,生鮮、冷凍,寵愛有家股份有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,護眼鮮蔬包,犬、貓,生鮮、冷凍,寵愛有家股份有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,B博士冰鮮生食-羊肉食譜(犬用),犬,生鮮、冷凍,嵩颺有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,B博士冰鮮生食-雞肉食譜(犬用),犬,生鮮、冷凍,嵩颺有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,牛肉紅蘿蔔燕麥鮮食包,犬,生鮮、冷凍,毛肉毛求有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,羊肉南瓜燕麥鮮食包,犬,生鮮、冷凍,毛肉毛求有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,寵物無榖鮮食主餐-無榖鮭魚,犬、貓,生鮮、冷凍,沛麋股份有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺北市,,2024/10/25,寵物無榖鮮食主餐-無榖豬肉,犬、貓,生鮮、冷凍,沛麋股份有限公司,臺灣,無,無,1,2024-10-25T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,Keptbaby 吃軟飯-懶潛鬼頭刀,貓,生鮮、冷凍,碰億馬鈴吉有限公司,臺灣,無,無,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,午夜饗宴 雞鴨煲湯主食餐包,貓,生鮮、冷凍,寵愛國際行銷有限公司,泰國,未依規標示申報,10月29日含轉新北市動保處辦理,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,環遊世界鮮寵包-韓式春川炒雞,犬,生鮮、冷凍,唯寵股份有限公司,臺灣,未依規標示,10月29日含轉新北市動保處辦理,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,漢草本 古法熬製燉雞湯,犬、貓,生鮮、冷凍,毛寶印有限公司,臺灣,未依規標示,10月28日函文業者45日內改善,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,冰島 經典低磷餐包 鮮燉鮪魚泥,貓,生鮮、冷凍,碩達豐貿易有限公司,泰國,未依規標示申報,10月29日含轉新北市動保處辦理,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,貓倍麗 鮪魚蟹肉銀魚極品鮮湯,貓,生鮮、冷凍,台灣雀巢股份有限公司,泰國,無,無,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,義大利啟蒙主食狗餐包-雞肉+火雞肉,犬,生鮮、冷凍,品果國際行銷有限公司,義大利,無,無,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,純粹寵物滴雞精,犬、貓,生鮮、冷凍,毛能寵物營養生技股份有限公司,臺灣,未依規申報,10月25日函請業者15日內改善業者已於10月30日回函,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,西沙 蒸鮮包 成犬低脂雞肉口味,犬,生鮮、冷凍,台灣瑪氏股份有限公司,泰國,無,無,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,,2024/10/11,偉嘉 妙鮮包 鮪魚(吞拿魚)口味,貓,生鮮、冷凍,台灣瑪氏股份有限公司,泰國,無,無,2,2024-10-11T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,SP038,2025/11/02,寵膳鮮味主食包(養腎保健配方)清燉鰹魚溏羊雞,貓,濕糧,樂健生活有限公司(委製商),臺灣,未依規定標示,11月1日函請業者46日內改善,2,2025-11-02T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,臺中市,SP037,2025/11/05,寵膳鮮味主食包(養腎護肝配方)鮪魚鱉蛋燉香鴨,犬,濕糧,樂健生活有限公司(委製商),臺灣,未依規定標示,11月1日函請業者45日內改善,2,2025-11-05T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,高雄市,WP034,2024/10/07,渴望新鮮鮪魚凍乾,犬、貓,零食,加拿大渴望寵物食品股份有限公司,臺灣,無,無,6,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,高雄市,WP035,2024/10/07,渴望新鮮鮪魚佐白蝦凍乾,犬、貓,零食,加拿大渴望寵物食品股份有限公司,臺灣,無,無,6,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,高雄市,,2024/10/07,怪獸卡滋原肉零食(魷魚片),犬、貓,零食,怪獸製造有限公司,臺灣,無,無,6,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,高雄市,,2024/10/07,怪獸卡滋原肉零食(牛肉片),犬、貓,零食,怪獸製造有限公司,臺灣,無,無,6,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,高雄市,,2024/10/07,鮮開凍 meow 貓咪冷凍乾燥生食餐 羊肉+帝王鮭50g,貓,零食,咆陪喵有限公司,紐西蘭,無,無,6,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,高雄市,,2024/10/07,鮮開凍 meow 貓咪冷凍乾燥生食餐 鹿肉50g,貓,零食,咆陪喵有限公司,紐西蘭,無,無,6,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,純粹吃肉肉－黃金雞,犬、貓,濕糧,寵愛有家股份有限公司,臺灣,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,義大利麵－迷迭香嫩雞,犬、貓,濕糧,寵愛有家股份有限公司,臺灣,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,義大利麵－波隆納番茄牛肉,犬、貓,濕糧,寵愛有家股份有限公司,臺灣,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,生日蛋糕－閃亮小星星,犬、貓,濕糧,寵愛有家股份有限公司,臺灣,未完成寵物食品申報,依本處113年10月15日桃動四字第1130008262號函令業者限期改善,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,雞肉極鮮包,犬,濕糧,悠遊國際實業股份有限公司,臺灣,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,牛肉極鮮包,犬,濕糧,悠遊國際實業股份有限公司,臺灣,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,豚肉極鮮包,犬,濕糧,悠遊國際實業股份有限公司,臺灣,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,BIG DOG BARF巴夫貓用生食肉餅（袋鼠肉口味）,貓,濕糧,鍾慶貿易股份有限公司,澳洲,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,BIG DOG BARF巴夫犬貓生食肉餅（舒敏護膚口味）,犬、貓,濕糧,鍾慶貿易股份有限公司,澳洲,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,桃園市,,2024/10/09,BIG DOG BARF巴夫犬用生食肉餅（火雞肉口味）,犬,濕糧,鍾慶貿易股份有限公司,澳洲,無,無,8,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,DP006,2024/10/09,汪喵星球貓咪冷凍乾燥生食餐-無骨安心雞,貓,生鮮、冷凍,自力耕生股份有限公司,臺灣,無,無,10,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,DP007,2024/10/09,卡尼生肉餐牛肉生肉餐-犬貓生食,犬、貓,生鮮、冷凍,圓寵有限公司,臺灣,無,無,10,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,DP008,2024/10/09,OKI生鮮食肉骨餅,犬,生鮮、冷凍,法娃國際股份有限公司,臺灣,無,無,10,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/09,Canine Caviar卡維爾高機能犬糧-鯡魚藜麥,犬,乾糧,竣百有限公司,美國,無,無,10,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/09,森鮮天然無穀低敏-全貓雞肉配方,貓,乾糧,紐西蘭森鮮有限公司,紐西蘭,無,無,10,2024-10-09T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/14,渴望海陸龍蝦貓,貓,乾糧,加拿大渴望寵物食品股份有限公司,加拿大,無,無,10,2024-10-14T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/14,健康紀元寵食挑嘴犬專用配方-雞肉口味,犬,乾糧,福壽實業股份有限公司,臺灣,無,無,10,2024-10-14T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/14,健康紀元寵食挑嘴犬專用配方-牛肉口味-,犬,乾糧,福壽實業股份有限公司,臺灣,無,無,10,2024-10-14T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/14,健康紀元寵食 挑嘴貓專用配方-鰹魚口味,貓,乾糧,福壽實業股份有限公司,臺灣,無,無,10,2024-10-14T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/14,健康紀元寵食 挑嘴貓專用配方-鮭魚口味,貓,乾糧,福壽實業股份有限公司,臺灣,無,無,10,2024-10-14T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/15,嘿囉成貓無穀雞肉,貓,乾糧,盛貿寵物股份有限公司,美國,無,無,10,2024-10-15T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/15,嘿囉成犬無穀雞肉,犬,乾糧,盛貿寵物股份有限公司,美國,無,無,10,2024-10-15T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,新竹縣,,2024/10/15,歐娜特無穀天然鮮肉糧-放牧小羔羊低敏配方,犬,乾糧,瀚揚國際股份有限公司,西班牙,無,無,10,2024-10-15T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,苗栗縣,,2024/10/14,美膚術 雞肉牛肉丸 100gX2包,犬、貓,生鮮、冷凍,寵愛有家股份有限公司,臺灣,申報資訊有誤,通知業者限期改善,11,2024-10-14T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,苗栗縣,EP010,2024/10/14,純粹吃肉肉 黃金雞 100gX2包,犬、貓,生鮮、冷凍,寵愛有家股份有限公司,臺灣,申報資訊有誤,通知業者限期改善,11,2024-10-14T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,苗栗縣,EP011,2024/10/15,卡尼生肉餐 羊肉生肉餐-犬貓生食,犬、貓,生鮮、冷凍,圓寵有限公司,臺灣,無,無,11,2024-10-15T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,苗栗縣,EP012,2024/10/15,卡尼生肉餐 鹿肉生肉餐-犬貓生食,犬、貓,生鮮、冷凍,圓寵有限公司,臺灣,無,無,11,2024-10-15T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,苗栗縣,EP013,2024/10/15,雞肉捲捲 鈣多多芝麻 100gX2包,犬、貓,生鮮、冷凍,寵愛有家股份有限公司,臺灣,申報資訊有誤,通知業者限期改善,11,2024-10-15T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,苗栗縣,EP014,2024/10/15,田園哞哞牛 100gX2包,犬,生鮮、冷凍,寵愛有家股份有限公司,臺灣,申報資訊有誤,通知業者限期改善,11,2024-10-15T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,苗栗縣,EP015,2024/10/15,純粹吃肉肉 櫻桃鴨 100gX2包,犬、貓,生鮮、冷凍,寵愛有家股份有限公司,臺灣,申報資訊有誤,通知業者限期改善,11,2024-10-15T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/01,3958GIM23 犬 腸胃道低卡路里配方 2KG,犬,乾糧,台灣皇家寵物食品有限公司,法國,無,無,12,2024-10-01T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/01,特百滋凍乾三重奏 成幼犬 低敏羊肉配方 2lb,犬,乾糧,艾澌克企業股份有限公司,加拿大,無,無,12,2024-10-01T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/01,特百滋凍乾三重奏 熟齡犬 低敏雞肉配方 2lb,犬,乾糧,艾澌克企業股份有限公司,加拿大,無,無,12,2024-10-01T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/01,海陸饗宴太平洋鮭魚海鮮配方 2.27kg,犬,乾糧,博東客企業有限公司,美國,無,無,12,2024-10-01T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/01,莫比L25羊肉米成犬食譜7.5kg,犬,乾糧,博東客企業有限公司,美國,無,無,12,2024-10-01T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/01,莫比C25雞肉米低卡關節食譜7.5kg,犬,乾糧,博東客企業有限公司,美國,無,無,12,2024-10-01T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/04,大脆皮片(量販包),犬,潔牙骨,唯皮實業有限公司,臺灣,違反動物保護法第22條之5第1項第7款規定,發文給業者限期改善,12,2024-10-04T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/04,博士巧思無穀犬食-羊肉地瓜,犬,乾糧,福壽實業股份有限公司,臺灣,無,無,12,2024-10-04T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/04,博士巧思無榖犬食-7+熟齡專屬保健配方,犬,乾糧,福壽實業股份有限公司,臺灣,違反動物保護法第22條之5第2項相關規定,發文給所轄地方行政機關依權責卓處,12,2024-10-04T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/04,博士巧思無榖犬食-鮭魚馬鈴薯,犬,乾糧,福壽實業股份有限公司,臺灣,違反動物保護法第22條之5第2項相關規定,發文給所轄地方行政機關依權責卓處,12,2024-10-04T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/07,CIAO啾嚕管狀肉泥-鮪魚&化毛照護,貓,零食,台灣生活良好國際股份有限公司,日本,無,無,12,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/07,CIAO啾嚕管狀肉泥-鮪魚,貓,零食,台灣生活良好國際股份有限公司,日本,無,無,12,2024-10-07T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/08,丹尼爾潔牙骨系列綠茶潔牙骨,犬,潔牙骨,長呈實業股份有限公司,臺灣,違反動物保護法第22條之3第1項與第22條之5第1項第7款與第8款規定,發文給業者限期改善,12,2024-10-08T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
4860,彰化縣,,2024/10/08,韓國 NATURAL CORE 自然核心 bene系列貓糧-3012雞肉+鮭魚1.5kg,犬,乾糧,新寵兒寵物股份有限公司,韓國,違反動物保護法第22條之5第1項第2款規定,發文給業者限期改善,12,2024-10-08T00:00:00,2024,10,2024-12-03T14:34:41.64,,104年1月至115年6月,1,,
